Route Type,Route,Stop Code,Stop Seq,Stop Name,Stop Name Marathi,LAT,LONG,Stage   
Non-BRTS,10-D,10-D-23,23,AD Camp Chowk,एडी कॅम्प चौक,18.512724,73.868795,6    
Non-BRTS,10-D,10-D-24,24,Ramoshigate,रामोशी गेट,18.510877,73.868504,7    
Non-BRTS,10-D,10-D-25,25,Sonavane Hospital,सोनवणे हॉस्पीटल,18.505735,73.868600,7    
Non-BRTS,10-D,10-D-26,26,ST Vibhagiya Karyalay,एसटी विभागीय कार्यालय,18.500407,73.866537,7    
Non-BRTS,10-D,10-D-27,27,Ghorpade Peth,घोरपडे पेठ,18.499884,73.863814,7    
Non-BRTS,10-D,10-D-28,28,Swargate Depo,स्वारगेट डेपो,18.500158,73.861415,7    
Non-BRTS,10-D,10-D-29,29,Swargate,स्वारगेट,18.500441,73.859475,8    
Non-BRTS,10-U,10-U-00,0,Swargate,स्वारगेट,18.499353,73.858142,1    
Non-BRTS,10-U,10-U-01,1,Swargate Depo,स्वारगेट डेपो,18.500535,73.859687,1    
Non-BRTS,10-U,10-U-02,2,Ghorpade Peth,घोरपडे पेठ,18.499980,73.863851,1    
Non-BRTS,10-U,10-U-03,3,ST Vibhagiya Karyalay,एसटी विभागीय कार्यालय,18.500575,73.866515,1    
